ID,SQ1,SQ2,SQ3,SQ4,Q1,Q2,Q3x1,Q3x2,Q4x1_1,Q4x2_1,Q4x1_2,Q4x2_2,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9x1_1,Q9x2_1,Q9x1_2,Q9x2_2,Q9x1_3,Q9x2_3,Q10x1_1,Q10x2_1,Q10x1_2,Q10x2_2,Q11,Q12x1,Q12x2,Q13x1_1,Q13x2_1,Q13x1_2,Q13x2_2,Q15,Q16x1_1,Q16x2_1,Q16x1_2,Q16x2_2,Q16x1_3,Q16x2_3,Q17x1_1,Q17x2_1,Q17x1_2,Q17x2_2,Q18,Q19x1,Q19x2,Q20x1_1,Q20x2_1,Q20x1_2,Q20x2_2,Q22,Q23x1_1,Q23x2_1,Q23x1_2,Q23x2_2,Q23x1_3,Q23x2_3,Q24,Q25x1,Q25x2,Q26_1,Q26_2,Q26_3,Q27x1,Q27x2,Q28x1_1,Q28x2_1,Q28x1_2,Q28x2_2,Q29_1,Q29_2,Q29_3,Q30x1,Q30x2,Q31x1_1,Q31x2_1,Q31x1_2,Q31x2_2,Q32,Q33x1,Q33x2,Q34x1_1,Q34x2_1,Q34x1_2,Q34x2_2,Q35,Q36x1,Q36x2,Q37x1_1,Q37x2_1,Q37x1_2,Q37x2_2,Q38x1_1,Q38x2_1,Q38x1_2,Q38x2_2,Q40x1_1,Q40x2_1,Q40x1_2,Q40x2_2,Q42_1,Q42_2,Q42_3,Q42_4,Q42_5,Q42_6,Q42_7,Q42_8,Q42_9,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q43_10,Q43_11,Q43_12,Q43_13,Q44_1,Q44_2,Q44_3,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q47,Q48x1,Q48x2,Q50,Q51x1,Q51x2,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q54_1,Q54_2,Q54_3,Q55,Q56x1,Q56x2,Q58,Q59x1,Q59x2,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q61_10,Q61_11,Q61_12,Q61_13,Q62_1,Q62_2,Q62_3,Q63,Q64x1,Q64x2,Q66,Q67x1,Q67x2,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q70_1,Q70_2,Q70_3,Q71,Q72x1,Q72x2,Q73,Q74x1,Q74x2,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q80_7,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q81_9,Q81_10,Q82,Q83_1,Q83_2,Q86,Q87_1,Q87_2,Q87_3,Q87_4,Q88_1,Q88_2,Q88_3,Q88_4,Q89_1,Q89_2,Q89_3,Q89_4,Q90_1,Q90_2,Q90_3,Q90_4,Q90_5,Q90_6,Q90_7,Q90_8,Q90_9,Q90_10,Q91,Q92,Q92x1,Q93_1A,Q93_2A,Q94_1A,Q94_2A,Q95_1A,Q95_2A,Q96_1,Q96_2,Q96_3,Q96_4,BQ1x1,BQ1x2,BQ2,BQ3,BQ4,BQ5,BQ6,BQ7,BQ8,BQ9_1,BQ9_2,BQ9_3,BQ9_4,BQ9_5,BQ9_6,BQ10,BQ12,WT
4836,13,2,2,68,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,5,2,0,0,0,0,2,0,2,0,1,5,2,0,30,0,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0, , ,3,0,0,0,0,0,0,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,4,3,4,5,3,3,3,3,3,3,3,3,4,3,4,2,2,2,3,3,4,3,2,4,4,2,2,2,3,3,3,3,1,9,9,9,9, , , , ,1,1,1,2,1,1,1,3,1,3,4,4,2,1,3,2,2,2,3,2,3,2,3,2,2,2,2,3,0,2,3,2,3,2,3,3,1,2,2,2,2,2,2,2,1.07709967421905
4837,10,2,2,39,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,5,2,2,0,2,0,2,30,2,30,1,5,2,1,0,1,0,1,5,1,0,0,0,0,2,0,1,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,0,2,0,1, , ,5,2,1,0,1,0,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,4,2,3,3,4,3,3,4,3, ,2,3, ,5, , ,8, , , , , ,2,2,2,2,2,1,2,2,2,1,5,2,1,5,1, , , , ,5, , ,8,9, , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,3,1,1,3,1, , , , ,5, , ,8,9, , , , ,2,2,2,2,0,0,2,0,0,4,2,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,1,1,1,1,3,3, ,3,4,3,3,3,2,2,3,4,4,3,3,3,3,3,4,2,2,2,3,3,2,2, ,2,2,2,2,4,2,2,4,10,4,3,3,3,1,1,1,1,2,1,2,2,.390922029311761
4838,10,2,2,63,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,0,0,4,0,6,0,1,5,2,1,0,1,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0,1, , ,5,2,0,20,0,20,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,5,3,2,2,1,1,3,2,2, , ,3,4, , , ,8,9, , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,2,1,2,2,3,5,5,4,5,5,5,5,2,2,1,4,4,4,2,3,3,3,2,3,2,1,1,1,3,3,2,2,8,1,2,2,2,2, , , ,2,2,3,1,1,2,2,2,2,4,3,4,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,1, ,1,2,4,2,2,4,3,1,2,2,2,2,2,2,1,.821214097528202
4839,13,2,2,61,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,5,2,0,0,0,0,2,30,2,0,1,5,2,1,0,1,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0, , ,3,0,0,0,0,0,0,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,3,4,4,5,3,2,2,2,3,2,2,3,4,4,4,2,2,2,2,3,4,3,3,3,3,3,3,3,3,4,3,2,1,9,9,9,9, , , , ,1,1,1,1,1,1,1,1,1,3,3,3,1,1,3,2,2,2,3,2,3,2,3,2,2,2,2,1, ,1,3,10,2,2,3,3,1,2,2,2,2,2,2,1,.562571275005627
4840,8,1,1,56,2,3,5,2,0,30,1,0,1,2, , , , , ,8, ,10, , , ,1,1,2,1,2,1,5,2,5,2,5,2,2,0,3,0,1,5,2,1,0,1,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0,1, , ,3,1,0,20,0,40,1,4,1,1,0,1,30,1,3,1,0,20,0,40,3,1,3,1,2,1,3,0,4,2,4,4,2,3,2,4,4,1,2,3, , , , , , ,10, , , ,2,2,2,2,2,2,2,2,2,1,5,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,2,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,4,2,3,5,4,4,3,5,2,2,4,4,3,4,3,4,3,5,2,4,5,3,2,5,4,1,1,3,4,4,4,3,4,1,9,9,9,3, , , ,2,4,3,4,3,4,4,3,2,4,3,4,5,2,4,2,2,2,3,2,3,2,3,2,2,2,2,2,0,1,5,7,7,3,4,3,1,2,1,2,2,2,1,2,.228704380881588
4841,1,1,2,58,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,0,0,4,0,4,0,1,5,2,1,0,1,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0,1, , ,5,2,0,10,0,10,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,3,4,4,4,3,4,4,3,4,1,2,3,4,5,6, , , , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,3,4,4,3,4,4,3,3,4,3,4,3,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,3,4,3,2,4,1,2,2,2,4, , , ,3,4,3,3,4,3,4,4,3,3,3,4,2,2,4,2,2,3,6,3, ,3, ,2,2,2,2,4,0,2,3,10,5,2,3,2,1,2,1,1,2,2,2,1,1.38736944826314
4842,10,2,1,48,9,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,5,2,2,0,3,0,1,5,2,1,0,1,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,0,4,0,1, , ,5,2,1,0,1,30,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,5,4,4,3,2,2,4,3,3,1,2,3,4,5,6,7,8,9,10, , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,1,5,2, , ,3,4, , , ,8,9,10, , , ,2,2,2,2,0,0,2,0,0,2,3,2,3,2,5,5,5,5,5,5,5,5,3,3,2,4,4,4,3,4,4,4,3,3,3,2,2,4,4,4,2,4,9,1,2,2,1,2, , ,3,2,3,4,2,2,3,3,2,2,3,3,2,3,3,4,2,2,10,6,10,6,10,6,2,2,2,2,3,0,2,3,5,5,3,3,4,1,2,2,1,2,2,2,1,.883972180131758
4843,1,1,2,55,5,1,0,0, , , , , , , , , , , , , , , , , ,1,1,2,1,2,1,5,2,0,0,0,0,3,30,5,0,1,5,2,0,45,1,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,0,30,0,30,1, , ,5,2,0,30,0,10,1,2,1,0,15,0,10,1,1,0,0,15,0,0,5,2,1,0,5,1,1,0,3,3,3,2,2,2,2,2,2, , ,3, ,5, , ,8,9,10, , , ,2,2,2,2,2,2,2,2,2,1,5,2,1,1,0, ,2,3, ,5, , ,8,9,10, , , ,2,2,2,1,2,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,3,3,2,5,4,4,4,4,4,4,4,2,4,3,3,3,3,2,2,3,4,3,1,4,3,2,3,3,3,3,1,1,9,1,1,1,1,3,3, , ,1,3,3,4,1,1,3,1,1,1,1,3,1,1,3,2,2,2,6,2,6,2,6,2,2,2,2,4,0,2,3,10,8,3,4,4,1,1,1,1,1,1,2,1,1.38312037276289
4844,10,3,2,83,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,5,2,0,0,0,0,3,0,4,0,1,5,0,1,0,0,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0, , ,3,0,0, , , , , , ,3,0,0, , , , ,2,0,0, , , , ,2,0,0, , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,4,4,4,5,5,5,3,5,5,5,5,5,4,4,4,4,5,4,3,4,4,2,2,1,1,1,1,1,4,4,1,1,9,2,9,9,9, , , , ,3,4,4,4,3,4,4,4,4,4,4,4,3,1,3,2,2,11,2,11,2,11,2,2,2,2,2,2,0,5,3,4,1,3,3,2,1,2,2,2,2,2,2,1,.503641379582808
4845,15,2,2,26,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,5,2,0,0,0,0,1,30,2,0,1,5,2,0,30,0,40,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,10,0,7,0,1, , ,5,2,0,30,0,30,1,5,2,1,0,0,40,2,0,0,0,0,0,0,5,2,3,1,5,2,3,1,4,3,2,2,2,2,4,3,1, ,2,3, , , , ,8,9, , , , ,2,2,2,2,2,2,2,1,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,4,4,3,5,5,4,4,5,4,4,3,4,3,3,2,3,4,3,3,4,4,3,2,4,3,3,3,4,4,4,4,3,2,1,2,2,1,1, , , ,3,4,4,4,2,2,3,3,3,4,3,4,4,3,4,2,2,6,10,6,10,6,2,2,2,2,2,2,0,2,4,2,5,2,3,2,1,2,2,1,2,2,2,2,.427231124632144
4846,9,3,1,27,5,1,0,0, , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,5,2,0,0,2,0,2,0,4,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1,2, ,5,2,5,0,4,0,1,2, ,3,1,0,30,0,30,1,5,1,5,0,1,0,1,2,0,0,20,0,0,5,2,3,0,3,1,2,0,4,5,4,5,5,5,5,5,5,1,2,3,4,5,6, , , , , , , ,1,1,2,2,2,2,2,1,1,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,2,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,3,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,3,4,3,3,4,3,2,4,5,3,4,4,4,4,4,4,2,1,1,1,1,4, , , ,3,4,3,3,3,3,3,3,2,3,2,4,3,3,3,2,2,6,9,6,10,6,10,2,2,2,1,3,1,2,4,6,3,2,2,4,1,2,2,1,1,1,2,1,.640661685493571
4847,8,1,2,41,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,0,0,2,0,4,0,1,5,2,1,0,1,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,30,3,0,1, , ,4,1,0,30,0,40,2,0,0, , , , ,2,0,0, , , , ,4,1,0,0,3,1,0,0,3,4,2,2,4,3,4,4,3, ,2,3, , , ,7, ,9, , , , ,2,2,2,1,2,2,2,1,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,2,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,4,3,3,4,3,3,4,3,2,5,4,4,4,3,5,4,3,3,2,4,4,3,2,3,4,2,3,4,4,4,3,4,7,1,2,2,1,4, , , ,5,3,4,3,3,4,4,3,5,4,5,3,4,2,3,2,2,3, ,3, ,6, ,2,2,2,2,3,1,2,4,3,6,2,3,4,1,2,1,2,2,2,2,4,.308010618800941
4848,15,2,2,26,5,1,0,0, , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,10,0,5,0,1, , ,3,1,0,5,0,5,1,5,2,1,0,1,0,2,0,0,0,0,0,0,5,2,5,2,3,1,3,1,4,3,2,1,1,1,3,3,2, ,2,3,4, , , , ,9, , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,3,2,2,3,4,5,4,4,3,4,4,3,3,2,2,3,3,2,2,4,4,4,4,3,3,2,4,4,4,3,2,3,8,1,2,1,2,1, , , ,3,4,4,4,2,2,2,2,2,2,2,3,2,2,3,2,2,7,6,7,6,2,6,2,2,2,2,5,1,2,4,3,7,3,2,3,1,2,1,1,2,2,2,1,.854462249264288
4849,1,1,1,33,5,1,0,0, , , , , , , , , , , , , , , , , ,1,1,2,2,2,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,0,2,0,1, , ,5,2,1,0,1,0,1,5,2,2,0,2,0,1,3,1,0,20,0,20,5,2,4,1,5,2,4,1,4,4,3,4,4,3,4,4,4,1,2,3,4,5,6,7,8,9,10, , , ,2,2,2,2,2,2,2,2,2,1,5,2,1,4,1,1,2,3,4,5,6,7,8, , , , , ,2,2,2,1,4,1,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,2,1,4,4, , ,4,4,4,3,3,3,3,3,3,3,3,3,2,2,4,2,2,6, ,6, ,6, ,2,2,2,2,2,0,2,4,6,4,2,3,3,1,2,1,1,2,2,2,2,.981803832061461
4850,10,3,1,37,5,1,0,0, , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,3,0,4,0,1, , ,5,2,0,30,0,30,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,3,3,3,3,1,1,1,3,3,1,2,3,4,5, , , , , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,2,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,2,1,2,4,3,5,4,5,5,5,5,5,2,3,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,9,1,2,2,2,3, , , ,2,2,3,2,1,3,3,2,2,3,3,4,1,1,2,2,2,11,6,11,6,11,6,2,2,2,2,2,0,1,3,3,3,2,3,2,1,2,2,1,2,1,2,1,.484985178921867
4851,10,2,2,60,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,5,2,0,0,0,0,5,0,5,0,1,5,2,1,0,1,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,0,1,0,0,0, , ,3,0,0,0,0,0,0,2,0,0, , , , ,2,0,0, , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,5,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,1,9,9,9, , , , ,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,2,2,11,2,2,3,11,2,2,1,2,2,2,0,1,3,3,3,3,4,2,1,2,2,1,2,2,2,2,.641593897730257
4852,1,1,2,28,5,1,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,2,1,0,0,0,0,2,0,2,0,1,2,0,0,10,0,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1,2, ,5,2,3,0,3,0,1, , ,3,0,0,10,0,0,1,5,0,2,0,0,0,2,0,0,0,0,0,0,5,2,5,0,3,0,0,0,4,2,4,3,2,3,2,3,2, ,2,3, , , , ,8, , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,1,3,0,1,1,0, ,2,3, , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,5,4,4,4,5,4,4,5,4,5,5,5,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,8,1,2,2,2,3, ,3, ,4,5,5,4,3,3,3,3,4,4,3,4,5,3,4,2,2,6,2,6,2,6,2,1,1,2,2,3,0,2,4,6,6,3,3,3,1,2,1,1,1,2,2,2,2.06240438603557
4853,1,1,2,49,2,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,0,0,4,0,4,0,1,5,2,1,0,1,0,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,0,1,0,1, , ,5,2,0,30,0,30,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,4,4,4,3,4,3,4,4,4,1,2,3,4,5,6,7,8, , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,6,1,2,2,2,4, , , ,4,4,3,4,2,3,3,3,3,3,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,0,2,3,10,5,2,3,2,1,2,2,1,2,2,2,1,1.00006259037804
4854,15,2,2,52,5,3,0,0, , , , , , , , , , , , , , , , , ,2,1,2,2,2,1,2,2,3,1,0,0,0,40,1,0,1,3,1,0,30,0,30,1,4,0,0,0,0,0,0,50,0,0,1,4,0,0,20,0,0,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,0,2,0,1, , ,5,2,0,30,0,30,2,0,0, , , , ,2,0,0, , , , ,5,2,0,0,5,2,0,0,4,3,2,2,1,1,3,4,1,1, ,3,4, , , , ,9, , ,12, ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,2,3,3,3,2,4,4,4,3,4,4,4,4,3,3,4,3,3,2,2,4,4,4,3,4,3,2,2,3,3,3,4,3,4,1,2,2,1,3, , , ,3,4,5,2,2,2,3,2,3,3,2,4,3,2,3,2,2,6,10,6,11,6,11,2,2,2,2,4,0,2,3,2,6,3,2,4,1,2,1,2,2,2,2,3,.821591063878596
4855,1,1,2,60,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,5,2,0,0,0,0,5,0,4,0,1,5,2,0,40,1,20,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,1,30,0,50, , ,3,0,0,0,0,0,0,2,0,0, , , , ,2,0,0, , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,5,2,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,5,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,4,3,3,5,4,4,3,4,3,3,3,2,4,3,3,3,3,3,3,3,4,4,1,3,4,3,3,3,3,3,1,1,8,1,1,1,1, , , , ,2,4,4,3,1,1,3,2,3,1,1,4,1,1,3,2,2,2,3,2,3,2,3,2,2,2,2,3,0,2,3,10,7,3,5,4,1,1,1,2,2,2,2,1,1.48606029424771
4856,10,2,2,60,2,3,0,0, , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2,1,0,0,0,0,1,0,1,0,1,2,1,0,30,0,30,2,0,0,0,0,0,0, , , , ,2,0,0, , , , ,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,0,30,0,30, , ,3,0,0,0,0,0,0,2,0,0, , , , ,2,0,0, , , , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,4,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,1,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,6,9,9,9,9, , , , ,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,2,2,11,9,9,11,2,11,2,1,2,2,2,0,2,3,3,2,2,4,1,1,2,1,2,1,2,2,1,.641593897730257
4857,17,2,1,55,2,3,3,1,0,30,0,30, ,2,3,4, , , , , , , , , ,2,1,2,1,2,1,5,2,0,0,5,2,2,30,2,30,1,5,2,2,0,2,0,1,5,0,0,0,0,0,0,30,0,0,1,3,0,0,30,0,0,2,0,0,0,0,0,0,2,0,0,1, , ,5,2,2,0,2,0,1, , ,3,1,0,30,0,30,2,0,0, , , , ,2,0,0, , , , ,5,1,0,0,4,1,0,0,3,4,4,1,2,1,4,4,1, , ,3, , , , ,8, , , , , ,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0, , , , , , , , , , , , , ,2,2,2,1,3,1,2,0,0, , , , , , , , , , , , , ,2,2,2,2,0,0,2,0,0,3,4,2,2,4,3,4,5,5,4,5,5,5,2,3,3,4,3,4,2,3,4,4,3,4,4,2,2,3,3,4,4,1,8,2,2,2,2,4, , , ,3,4,4,3,1,2,2,2,2,3,3,3,3,1,3,2,2,3,2,3,2,3,2,2,2,2,2,3,0,3,3,5,4,3,4,4,1,1,2,2,2,2,2,1,.279678500371897
